id,quiz_category_id,quiz_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,seo_slug,created_at
398,8,1,48,What should you look for when checking brake hoses and lines?,Only the hose color,"Leaks, cracks, chafing, and that they are not tangled or restricted",Only the hose length,Brake hoses do not need inspection,B,"Brake hoses and lines must be checked for leaks, cracks, chafing from rubbing against other components, and any kinks or tangles that could restrict air flow. A damaged brake hose can lead to complete brake failure on that wheel.",knowledge-test-class-b-2-q48-what-should-you-look-for-when-checking-brake-hoses-and-lines,2026-02-14 23:54:29.199768+00
399,8,1,49,"During the in-cab inspection, what should you verify about the windshield?",Only that it is the correct size,"No illegal stickers, no damage obstructing the view, and wipers work properly",Only that it is tinted,Windshield inspection is optional,B,"Check the windshield for cracks, chips, or damage that could obstruct your view, ensure no illegal stickers are blocking your field of vision, and verify that windshield wipers operate properly and the washer fluid sprays correctly.",knowledge-test-class-b-2-q49-during-the-in-cab-inspection-what-should-you-verify-about-th,2026-02-14 23:54:29.199768+00
400,8,1,50,What is the purpose of checking the fuel tank during the walk-around inspection?,Only to check the fuel level,"To verify the tank is securely mounted, not leaking, and the cap is tight",Only to check the fuel brand,Fuel tanks do not need inspection,B,"During the walk-around, verify the fuel tank is securely mounted to the frame, there are no leaks from the tank or fuel lines, and the fuel cap is on tight and secure. A fuel leak is an extreme fire hazard.",knowledge-test-class-b-2-q50-what-is-the-purpose-of-checking-the-fuel-tank-during-the-wal,2026-02-14 23:54:29.199768+00
401,9,1,1,What is the function of the air compressor in an air brake system?,To store compressed air in the brake drums,To pump air into the air storage tanks,To release air from the braking system,To cool the brake linings,B,"The air compressor pumps air into the air storage tanks, building up and maintaining the air pressure needed to operate the air brake system.",air-brakes-class-b-1-q1-what-is-the-function-of-the-air-compressor-in-an-air-brake-s,2026-02-14 23:54:52.872123+00
402,9,1,2,The governor controls the air compressor by:,Regulating brake pedal pressure,Cutting in at 100 PSI and cutting out at 125 PSI,Cutting in at 125 PSI and cutting out at 150 PSI,Monitoring brake pad wear,B,The governor controls when the air compressor pumps air. It cuts in at around 100 PSI to start building pressure and cuts out at around 125 PSI when the tanks are sufficiently charged.,air-brakes-class-b-1-q2-the-governor-controls-the-air-compressor-by,2026-02-14 23:54:52.872123+00
403,9,1,3,Why should you drain air tanks regularly?,To prevent the compressor from overheating,To remove water and oil that collect and can damage the brakes,To reduce air pressure to safe levels,To test the low air pressure warning,B,"Compressed air contains water and compressor oil. These accumulate in air tanks and can damage the braking system, cause corrosion, and reduce braking effectiveness, especially in cold weather when water can freeze.",air-brakes-class-b-1-q3-why-should-you-drain-air-tanks-regularly,2026-02-14 23:54:52.872123+00
404,9,1,4,What does the safety valve on an air brake system do?,Opens at 60 PSI to warn the driver,Opens at 150 PSI to protect the tank from over-pressurization,Closes at 125 PSI to stop air flow,Releases air when the brake pedal is pressed,B,The safety valve is installed in the first tank the air compressor pumps air into. It protects the tank and the system from too much pressure by automatically opening (popping off) if pressure reaches 150 PSI.,air-brakes-class-b-1-q4-what-does-the-safety-valve-on-an-air-brake-system-do,2026-02-14 23:54:52.872123+00
405,9,1,5,What is the purpose of an alcohol evaporator in an air brake system?,To clean the air lines,To help reduce the risk of ice forming in air brake valves during cold weather,To lubricate the compressor,To improve fuel efficiency,B,An alcohol evaporator introduces alcohol into the air system to help reduce the risk of ice forming in air brake valves and other parts during cold weather. Ice blockages can prevent brakes from working properly.,air-brakes-class-b-1-q5-what-is-the-purpose-of-an-alcohol-evaporator-in-an-air-brake,2026-02-14 23:54:52.872123+00
406,9,1,6,A dual air brake system has:,Two complete sets of brake drums,Two separate air brake systems with a single set of controls,Two brake pedals for redundancy,Two air compressors,B,"A dual air brake system has two separate air brake systems that use a single set of brake controls. The primary system typically operates the rear axle brakes, and the secondary system operates the front axle brakes, providing redundancy.",air-brakes-class-b-1-q6-a-dual-air-brake-system-has,2026-02-14 23:54:52.872123+00
407,9,1,7,"If one system in a dual air brake system fails, what happens?",All braking is lost immediately,The other system can still provide some braking power,The parking brake automatically engages,The vehicle cannot be driven at all,B,"If one air brake system in a dual system fails, the other system can still provide braking. However, the remaining system will not have full normal braking power, so you should get the vehicle off the road and repaired as soon as safely possible.",air-brakes-class-b-1-q7-if-one-system-in-a-dual-air-brake-system-fails-what-happens,2026-02-14 23:54:52.872123+00
408,9,1,8,"When you press the brake pedal in an air brake system, you are operating the:",Spring brakes,Service brakes,Parking brakes,Emergency brakes,B,"Pressing the brake pedal applies the service brakes, which use air pressure to push foundation brake components against the drums or rotors to slow and stop the vehicle. This is different from spring brakes, which are used for parking.",air-brakes-class-b-1-q8-when-you-press-the-brake-pedal-in-an-air-brake-system-you-ar,2026-02-14 23:54:52.872123+00
409,9,1,9,Foundation brakes are used at each wheel. The most common type is the:,Wedge brake,Disc brake,S-cam drum brake,Hydraulic brake,C,"The most common type of foundation brake found on heavy commercial vehicles is the S-cam drum brake. When air pressure is applied, it pushes a rod out that turns a cam shaped like the letter S, which forces the brake shoes against the drum.",air-brakes-class-b-1-q9-foundation-brakes-are-used-at-each-wheel-the-most-common-typ,2026-02-14 23:54:52.872123+00
410,9,1,10,"In an S-cam brake, what component forces the brake shoes apart and against the drum?",The slack adjuster,The push rod,The S-cam,The brake chamber,C,"The S-cam is a shaft with a cam shaped like the letter S. When the push rod pushes the slack adjuster, the slack adjuster turns the S-cam, which twists and forces the brake shoes apart and presses them against the inside of the brake drum.",air-brakes-class-b-1-q10-in-an-s-cam-brake-what-component-forces-the-brake-shoes-apar,2026-02-14 23:54:52.872123+00
411,9,1,11,How do wedge brakes differ from S-cam brakes?,Wedge brakes use a wedge pushed between the brake shoes instead of an S-cam,Wedge brakes only work on front axles,Wedge brakes do not use air pressure,Wedge brakes are only used on trailers,A,"In wedge brakes, the brake chamber push rod pushes a wedge directly between the ends of the brake shoes, forcing them apart and against the brake drum. Unlike S-cam brakes, they do not use a slack adjuster or S-cam mechanism.",air-brakes-class-b-1-q11-how-do-wedge-brakes-differ-from-s-cam-brakes,2026-02-14 23:54:52.872123+00
412,9,1,12,What should the air pressure gauge reading be in a typical air brake system during normal operation?,Between 50 and 75 PSI,Between 100 and 125 PSI,Between 130 and 150 PSI,Between 60 and 80 PSI,B,"During normal operation, the air pressure in the system should be maintained between approximately 100 and 125 PSI. The governor cuts in at about 100 PSI to build pressure and cuts out at about 125 PSI.",air-brakes-class-b-1-q12-what-should-the-air-pressure-gauge-reading-be-in-a-typical-a,2026-02-14 23:54:52.872123+00
413,9,1,13,The low air pressure warning signal must activate before air pressure drops below:,80 PSI,55 PSI,60 PSI,45 PSI,C,Federal and state regulations require that a low air pressure warning signal activates before the air pressure in the system drops below 60 PSI. This gives the driver time to stop safely before pressure drops too low for the brakes to work.,air-brakes-class-b-1-q13-the-low-air-pressure-warning-signal-must-activate-before-air,2026-02-14 23:54:52.872123+00
414,9,1,14,What typically happens when the low air pressure warning activates?,The engine shuts off,A red warning light and/or buzzer comes on,The transmission locks,The parking brake releases,B,"When air pressure drops to about 60 PSI or below, a low air pressure warning device activates. This is usually a red warning light, a buzzer (wig-wag), or both. The driver should stop immediately and safely when this warning activates.",air-brakes-class-b-1-q14-what-typically-happens-when-the-low-air-pressure-warning-act,2026-02-14 23:54:52.872123+00
415,9,1,15,Spring brakes will automatically engage when air pressure drops to between:,60 and 80 PSI,20 and 45 PSI,100 and 125 PSI,5 and 10 PSI,B,"Spring brakes are held in the released position by air pressure. When air pressure drops to between 20 and 45 PSI, the springs are strong enough to overcome the remaining air pressure and apply the brakes automatically.",air-brakes-class-b-1-q15-spring-brakes-will-automatically-engage-when-air-pressure-dr,2026-02-14 23:54:52.872123+00
416,9,1,16,Why should you never use the brake pedal to hold your vehicle on a hill when the spring brakes are engaged?,It wastes fuel,"Air pressure could leak away, releasing the service brakes and causing the vehicle to roll",It causes excessive tire wear,It damages the air compressor,B,"If you use the brake pedal (service brakes) to hold your vehicle and the air leaks away, you will lose braking. Spring brakes, on the other hand, are applied mechanically by springs and do not depend on air pressure to remain engaged.",air-brakes-class-b-1-q16-why-should-you-never-use-the-brake-pedal-to-hold-your-vehicl,2026-02-14 23:54:52.872123+00
417,9,1,17,The parking brake in vehicles with air brakes is applied using:,The brake pedal,A yellow diamond-shaped push-pull control knob,The trailer hand valve,A foot-operated lever,B,"In vehicles with air brakes, the parking brake is controlled by a yellow, diamond-shaped push-pull control knob on the dashboard. Pulling the knob out applies the parking brakes (spring brakes), and pushing it in releases them.",air-brakes-class-b-1-q17-the-parking-brake-in-vehicles-with-air-brakes-is-applied-usi,2026-02-14 23:54:52.872123+00
418,9,1,18,At what PSI does the governor typically cut in to start the air compressor?,60 PSI,125 PSI,100 PSI,150 PSI,C,"The governor cuts in (starts the compressor pumping) at approximately 100 PSI. This means when air pressure drops to around 100 PSI during normal use, the compressor begins refilling the tanks.",air-brakes-class-b-1-q18-at-what-psi-does-the-governor-typically-cut-in-to-start-the,2026-02-14 23:54:52.872123+00
419,9,1,19,At what PSI does the governor typically cut out to stop the air compressor?,100 PSI,150 PSI,60 PSI,125 PSI,D,The governor cuts out (stops the compressor from pumping) at approximately 125 PSI. This prevents over-pressurization of the system during normal operation while maintaining adequate braking pressure.,air-brakes-class-b-1-q19-at-what-psi-does-the-governor-typically-cut-out-to-stop-the,2026-02-14 23:54:52.872123+00
420,9,1,20,"During an air leakage rate test for a single vehicle (not a combination), the air pressure drop should be less than:",4 PSI per minute,3 PSI per minute,2 PSI per minute,1 PSI per minute,C,"For a single vehicle with a fully charged air system, the air leakage rate should be less than 2 PSI per minute with the engine off and brakes applied. A higher leak rate indicates an air leak that must be repaired.",air-brakes-class-b-1-q20-during-an-air-leakage-rate-test-for-a-single-vehicle-not-a-c,2026-02-14 23:54:52.872123+00
421,9,1,21,"During an air leakage rate test for a combination vehicle, the air pressure drop should be less than:",2 PSI per minute,5 PSI per minute,3 PSI per minute,4 PSI per minute,C,"For a combination vehicle (tractor-trailer), the air leakage rate should be less than 3 PSI per minute with the engine off and brakes applied. Combination vehicles have more connections and components, so a slightly higher rate is allowed.",air-brakes-class-b-1-q21-during-an-air-leakage-rate-test-for-a-combination-vehicle-th,2026-02-14 23:54:52.872123+00
422,9,1,22,Brake lag distance at 55 mph is approximately:,10 feet,22 feet,32 feet,50 feet,C,"At 55 mph, brake lag adds about 32 feet to your stopping distance. Brake lag is the time it takes for the air to travel through the lines and activate the brakes after you press the pedal, which is about one-half second.",air-brakes-class-b-1-q22-brake-lag-distance-at-55-mph-is-approximately,2026-02-14 23:54:52.872123+00
423,9,1,23,The delay between pressing the brake pedal and the brakes actually working in an air brake system is called:,Reaction distance,Brake fade,Brake lag,Perception distance,C,"Brake lag is the time delay between when you press the brake pedal and when the brakes actually begin to work. In air brake systems, this delay occurs because air takes time to flow through the lines to the brakes, typically about one-half second.",air-brakes-class-b-1-q23-the-delay-between-pressing-the-brake-pedal-and-the-brakes-ac,2026-02-14 23:54:52.872123+00
424,9,1,24,How long is the typical brake lag time in an air brake system?,About one-half second,About two seconds,About three seconds,About one-tenth of a second,A,"The typical brake lag time in an air brake system is about one-half second. This is the time it takes for air to travel through the brake lines after you step on the pedal. At higher speeds, this delay adds significant stopping distance.",air-brakes-class-b-1-q24-how-long-is-the-typical-brake-lag-time-in-an-air-brake-syste,2026-02-14 23:54:52.872123+00
425,9,1,25,The total stopping distance for a vehicle with air brakes is made up of:,Perception distance + reaction distance + brake lag distance + braking distance,Reaction distance + braking distance only,Perception distance + braking distance only,Brake lag distance + braking distance only,A,"Total stopping distance for air brake vehicles includes four components: perception distance (time to see the hazard), reaction distance (time to move your foot to the brake), brake lag distance (time for air to reach the brakes), and braking distance (time for the vehicle to stop once brakes are working).",air-brakes-class-b-1-q25-the-total-stopping-distance-for-a-vehicle-with-air-brakes-is,2026-02-14 23:54:52.872123+00
426,10,2,1,"Compared to hydraulic brakes, air brakes require more stopping distance because of:",Heavier vehicle weight only,Brake lag distance added by the air system,Smaller brake drums,Lower friction brake materials,B,"Air brakes add brake lag distance that hydraulic brakes do not have. It takes time for air to flow through the lines to the brake chambers, adding about one-half second of delay. Hydraulic systems respond almost instantly because fluid does not compress.",air-brakes-class-b-1-q26-compared-to-hydraulic-brakes-air-brakes-require-more-stoppin,2026-02-14 23:54:52.872123+00
427,10,2,2,What is brake fade?,Brakes wearing out over time,A loss of braking power caused by excessive heat from overuse,Air leaking from the brake lines,Brake shoes becoming misaligned,B,"Brake fade is the loss of braking effectiveness that occurs when brakes overheat from excessive or prolonged use. Heat builds up faster than it can be dissipated, reducing friction between brake linings and drums, making the brakes less effective.",air-brakes-class-b-1-q27-what-is-brake-fade,2026-02-14 23:54:52.872123+00
428,10,2,3,"When going down a long steep hill, what is the proper braking technique?",Apply brakes continuously all the way down,Use snub braking by applying brakes to slow 5 mph below your safe speed then release,Shift to neutral and coast to save brakes,Only use the parking brake,B,"The correct technique on long downgrades is snub braking. Apply the brakes firmly enough to reduce your speed to about 5 mph below your safe speed for that grade, then release the brakes. Repeat this process. This helps prevent brake fade from overheating.",air-brakes-class-b-1-q28-when-going-down-a-long-steep-hill-what-is-the-proper-braking,2026-02-14 23:54:52.872123+00
429,10,2,4,Why is riding the brakes on a long downgrade dangerous?,It can cause the engine to overheat,It causes excessive heat buildup leading to brake fade and possible brake failure,It damages the transmission,It uses too much fuel,B,"Riding the brakes (keeping them applied continuously) on a long downgrade causes excessive heat buildup in the brake drums and linings. This leads to brake fade, where the brakes become less effective, and can ultimately result in complete brake failure.",air-brakes-class-b-1-q29-why-is-riding-the-brakes-on-a-long-downgrade-dangerous,2026-02-14 23:54:52.872123+00
430,10,2,5,What should you do if your brakes fail on a downgrade?,Shift to neutral,Look for an escape ramp or other way to safely get off the road,Turn off the engine,Open the door to increase drag,B,"If your brakes fail on a downgrade, look for an escape ramp, an open field, or any other safe way to stop. Escape ramps use a long bed of loose material to slow and stop a vehicle. Downshift to use engine braking and do not shift to neutral.",air-brakes-class-b-1-q30-what-should-you-do-if-your-brakes-fail-on-a-downgrade,2026-02-14 23:54:52.872123+00
431,10,2,6,"In emergency braking with air brakes (no ABS), the best method is to:",Brake as hard as possible and hold the pedal down,Apply brakes firmly without locking the wheels and steer to safety,Pump the brakes rapidly,Apply the parking brake immediately,B,"During emergency braking without ABS, you should apply the brakes firmly while avoiding wheel lockup. Locked wheels cause skidding and loss of steering control. Controlled braking (braking as hard as you can without locking wheels) is the most effective method.",air-brakes-class-b-1-q31-in-emergency-braking-with-air-brakes-no-abs-the-best-method,2026-02-14 23:54:52.872123+00
432,10,2,7,What does ABS (Anti-Lock Braking System) do on air brake equipped vehicles?,Automatically stops the vehicle faster,Prevents wheel lockup so you maintain steering control during hard braking,Eliminates the need for brake maintenance,Increases air pressure in the tanks,B,ABS uses sensors on the wheels to detect lockup and automatically reduces and reapplies brake pressure to prevent wheels from locking. This helps the driver maintain steering control during hard braking. ABS does not necessarily shorten stopping distance.,air-brakes-class-b-1-q32-what-does-abs-anti-lock-braking-system-do-on-air-brake-equip,2026-02-14 23:54:52.872123+00
433,10,2,8,Does ABS shorten your stopping distance?,"Yes, it always shortens stopping distance significantly","No, ABS does not necessarily shorten stopping distance","Yes, by at least 50 percent",Only on wet roads,B,"ABS does not necessarily shorten stopping distance. Its primary purpose is to prevent wheel lockup so the driver can maintain steering control during hard braking. On some surfaces, stopping distance may be similar or even slightly longer, but vehicle control is maintained.",air-brakes-class-b-1-q33-does-abs-shorten-your-stopping-distance,2026-02-14 23:54:52.872123+00
434,10,2,9,How should you brake when your vehicle has ABS?,Pump the brake pedal rapidly,Brake normally and do not let up on the pedal when you feel it pulsing,Apply brakes lightly only,Use the parking brake instead,B,"When braking with ABS, you should brake normally. If you need to stop quickly, press the brake pedal firmly and do not let up, even if you feel the pedal pulsing or vibrating. The pulsing is the ABS working. Do not pump ABS brakes.",air-brakes-class-b-1-q34-how-should-you-brake-when-your-vehicle-has-abs,2026-02-14 23:54:52.872123+00
435,10,2,10,How can you tell if your vehicle is equipped with ABS?,The vehicle will have a yellow ABS malfunction lamp on the instrument panel,There will be a special ABS sticker on the steering wheel,The brake pedal will be a different color,There is no way to tell from the cab,A,"Vehicles equipped with ABS have a yellow ABS malfunction lamp on the instrument panel. This lamp comes on at start-up for a bulb check and then turns off. If it stays on, it indicates an ABS malfunction, though normal brakes will still work.",air-brakes-class-b-1-q35-how-can-you-tell-if-your-vehicle-is-equipped-with-abs,2026-02-14 23:54:52.872123+00
436,10,2,11,How long should it take for air pressure to build from 50 to 90 PSI with the engine at operating RPM?,Within 5 minutes,Within 10 minutes,Within 3 minutes,Within 1 minute,C,"The air compressor should build air pressure from 50 to 90 PSI within 3 minutes with the engine at operating RPM. If it takes longer, the air compressor or the system may have a problem that needs to be repaired before driving.",air-brakes-class-b-1-q36-how-long-should-it-take-for-air-pressure-to-build-from-50-to,2026-02-14 23:54:52.872123+00
437,10,2,12,"If the air compressor takes longer than 3 minutes to build pressure from 50 to 90 PSI, this indicates:",Normal operation in cold weather,A possible problem with the compressor or system that needs repair,The governor needs adjustment,The safety valve is working correctly,B,"If the air compressor cannot build pressure from 50 to 90 PSI within 3 minutes with the engine running at operating RPM, there is likely a problem. Possible causes include a worn compressor, air leaks, or a defective governor.",air-brakes-class-b-1-q37-if-the-air-compressor-takes-longer-than-3-minutes-to-build-p,2026-02-14 23:54:52.872123+00
438,10,2,13,The safety valve in the air brake system opens automatically at:,100 PSI,125 PSI,60 PSI,150 PSI,D,"The safety valve is designed to protect the air system from overpressurization. It opens automatically at 150 PSI to release excess air pressure. If the safety valve must open, something is wrong with the system, likely a malfunctioning governor.",air-brakes-class-b-1-q38-the-safety-valve-in-the-air-brake-system-opens-automatically,2026-02-14 23:54:52.872123+00
439,10,2,14,"If the safety valve has to release air, what is the likely problem?",The drain valves are stuck open,The governor or compressor unloading mechanism is malfunctioning,The brake pedal is stuck,The slack adjusters are too tight,B,"If the safety valve releases air, it means pressure has exceeded 150 PSI. This likely indicates a malfunctioning governor that is not cutting out the compressor at 125 PSI, or the compressor unloading mechanism has failed.",air-brakes-class-b-1-q39-if-the-safety-valve-has-to-release-air-what-is-the-likely-pr,2026-02-14 23:54:52.872123+00
440,10,2,15,What is the purpose of front brake limiting valves found on some older vehicles?,To increase front brake pressure on slippery roads,To reduce front brake pressure to prevent front wheel skids on slippery surfaces,To lock the front brakes during emergency stops,To balance air between the primary and secondary systems,B,"Front brake limiting valves were used on older vehicles to reduce air pressure to the front brakes, typically to about 50 percent of normal, on slippery surfaces. This was to help prevent front wheel lockup and loss of steering control.",air-brakes-class-b-1-q40-what-is-the-purpose-of-front-brake-limiting-valves-found-on,2026-02-14 23:54:52.872123+00
441,10,2,16,Should you use the front brake limiting valve in the normal or slippery position during normal driving?,Always in the slippery position,Always in the normal position to have full front braking power,It does not matter,Only use it when going uphill,B,The front brake limiting valve should be kept in the normal position during everyday driving to take full advantage of front brake stopping power. Reducing front brake pressure unnecessarily increases stopping distance. Many experts advise removing these valves.,air-brakes-class-b-1-q41-should-you-use-the-front-brake-limiting-valve-in-the-normal,2026-02-14 23:54:52.872123+00
442,10,2,17,What are glad hands?,The rubber seals on brake chambers,Coupling devices that connect air lines between the tractor and trailer,Handles on the brake drums for inspection,The release valves on air tanks,B,Glad hands are the coupling devices used to connect the air lines between the tractor and trailer in a combination vehicle. They snap together and have rubber seals (grommets) to prevent air leaks at the connection point.,air-brakes-class-b-1-q42-what-are-glad-hands,2026-02-14 23:54:52.872123+00
443,10,2,18,What can happen if glad hand connections are not properly sealed?,The engine will not start,Air leaks that can reduce braking performance or cause brake failure,The trailer lights will not work,The fifth wheel will not lock,B,"Improperly sealed glad hand connections cause air leaks in the brake system. This can lead to reduced air pressure, poor braking performance, and potentially brake failure. Always check that glad hand seals are in good condition and connections are secure.",air-brakes-class-b-1-q43-what-can-happen-if-glad-hand-connections-are-not-properly-se,2026-02-14 23:54:52.872123+00
444,10,2,19,"When coupling glad hands, what should you check for?",That the rubber seals are in good condition and free of damage,That the glad hands are painted the same color,That the air lines are the same length,That the trailer wheels are chocked on both sides,A,"When coupling glad hands, you should inspect the rubber grommets (seals) to make sure they are in good condition and free of cracks, damage, or debris. Damaged seals will cause air leaks that reduce braking ability.",air-brakes-class-b-1-q44-when-coupling-glad-hands-what-should-you-check-for,2026-02-14 23:54:52.872123+00
445,10,2,20,What do air brake gauges tell you?,The temperature of the brake drums,How much air pressure is in the air tanks,The thickness of the brake pads,How fast the vehicle is going,B,"Air brake gauges on the dashboard indicate the amount of air pressure in the air tanks, measured in PSI. In dual air brake systems, there are gauges for each system (primary and secondary). Monitoring these gauges is critical for safe operation.",air-brakes-class-b-1-q45-what-do-air-brake-gauges-tell-you,2026-02-14 23:54:52.872123+00
446,10,2,21,What should you do if the low air pressure warning comes on while driving?,Continue driving to the next rest stop,Speed up to build air pressure faster,Stop and safely park as soon as possible,Turn off the warning light and continue,C,"If the low air pressure warning activates while driving, you should stop and safely park as soon as possible. Continuing to drive risks a further drop in pressure, which will cause the spring brakes to lock up suddenly, possibly causing a loss of control.",air-brakes-class-b-1-q46-what-should-you-do-if-the-low-air-pressure-warning-comes-on,2026-02-14 23:54:52.872123+00
447,10,2,22,What is the slack adjuster used for in an S-cam brake?,To adjust the distance between the brake shoes and the drum,To connect the air line to the brake chamber,To measure air pressure at the wheel,To lubricate the brake drum,A,The slack adjuster connects the push rod to the S-cam and is used to adjust the clearance between the brake shoes and the brake drum. Proper adjustment is critical because too much slack means the brakes will not apply fully.,air-brakes-class-b-1-q47-what-is-the-slack-adjuster-used-for-in-an-s-cam-brake,2026-02-14 23:54:52.872123+00
448,10,2,23,What happens to braking ability if the slack adjusters are out of adjustment?,Braking will be smoother,The brakes may not work properly or could fail because the push rod travels too far,The air compressor will build pressure faster,"Nothing, as the ABS compensates automatically",B,"If the slack adjusters are out of adjustment, the push rod has to travel too far to move the brake shoes against the drum. This reduces braking power and can lead to brake failure. Out-of-adjustment brakes are a leading cause of truck accidents.",air-brakes-class-b-1-q48-what-happens-to-braking-ability-if-the-slack-adjusters-are-o,2026-02-14 23:54:52.872123+00
449,10,2,24,How should you test that the low air pressure warning works during a pre-trip inspection?,By turning on the ignition and checking if the light comes on briefly,By pumping the brake pedal with the engine off to reduce air pressure and verify the warning activates before 60 PSI,By disconnecting an air line,By pressing the horn button,B,"To test the low air pressure warning, turn the engine off with a fully charged system, then repeatedly press and release the brake pedal to reduce air pressure. The low air pressure warning light and/or buzzer should activate before the pressure drops below 60 PSI.",air-brakes-class-b-1-q49-how-should-you-test-that-the-low-air-pressure-warning-works,2026-02-14 23:54:52.872123+00
450,10,2,25,Automatic drain valves on air tanks:,Must be manually operated every day,Automatically expel water and oil that accumulate in the tanks,Regulate the air pressure in the system,Are only found on trailer air tanks,B,"Automatic drain valves are installed on air tanks to automatically expel accumulated water, oil, and other contaminants. Even with automatic valves, it is good practice to manually drain the tanks periodically to ensure they are working properly.",air-brakes-class-b-1-q50-automatic-drain-valves-on-air-tanks,2026-02-14 23:54:52.872123+00
451,11,1,1,What endorsement is a prerequisite for obtaining a School Bus (S) endorsement?,Air Brakes endorsement,Passenger (P) endorsement,Hazardous Materials (H) endorsement,Tanker (N) endorsement,B,The S endorsement requires the Passenger (P) endorsement as a prerequisite. You must first hold a valid P endorsement before you can obtain the School Bus endorsement.,bus-1-q1-what-endorsement-is-a-prerequisite-for-obtaining-a-school-bu,2026-02-14 23:55:09.672962+00
452,11,1,2,How far does the danger zone extend around a school bus?,5 feet on each side,10 feet on each side,15 feet on each side,20 feet on each side,B,"The danger zone extends 10 feet around the bus on each side, including the front and rear. This is the area where students are most at risk of being struck or injured.",bus-1-q2-how-far-does-the-danger-zone-extend-around-a-school-bus,2026-02-14 23:55:09.672962+00
453,11,1,3,When should students approach the school bus at a stop?,As soon as the bus is visible,When the amber lights begin flashing,"When the bus has stopped, red lights are flashing, and the door is open",When the driver honks the horn,C,"Students should never approach the bus until it has completely stopped, the red warning lights are flashing, and the door is open. This ensures the bus is fully secured before students enter the danger zone.",bus-1-q3-when-should-students-approach-the-school-bus-at-a-stop,2026-02-14 23:55:09.672962+00
454,11,1,4,"At a railroad crossing, how far from the nearest rail should a school bus stop?",5 to 10 feet,10 to 15 feet,15 to 50 feet,50 to 100 feet,C,A school bus must stop between 15 and 50 feet from the nearest rail at a railroad crossing. This distance provides a safe buffer while keeping the driver close enough to see and hear approaching trains.,bus-1-q4-at-a-railroad-crossing-how-far-from-the-nearest-rail-should,2026-02-14 23:55:09.672962+00
455,11,1,5,What should a school bus driver do after stopping at a railroad crossing?,Proceed immediately if no train is visible,"Silence passengers, open the door and/or window, and look and listen both ways",Honk the horn three times and proceed,Call dispatch for permission to cross,B,"After stopping at a railroad crossing, the driver must silence all passengers, open the door and/or window, and look and listen carefully in both directions for approaching trains before proceeding.",bus-1-q5-what-should-a-school-bus-driver-do-after-stopping-at-a-railr,2026-02-14 23:55:09.672962+00
456,11,1,6,What must a driver check under the bus before departing?,Oil level,For students or objects that may be hidden beneath the bus,Tire tread depth only,Exhaust system temperature,B,"Before departing, the driver must check under the bus for students or objects that may be hidden beneath it. Children in the danger zone may not be visible from the driver seat and could be struck if the bus moves.",bus-1-q6-what-must-a-driver-check-under-the-bus-before-departing,2026-02-14 23:55:09.672962+00
457,11,1,7,What should a driver look for during a post-trip inspection of a school bus?,Only mechanical defects,Sleeping students and lost items,Fuel level only,Tire pressure only,B,"A post-trip inspection must include checking for sleeping students and lost items. A child left on the bus could be in serious danger, making this inspection critical after every route.",bus-1-q7-what-should-a-driver-look-for-during-a-post-trip-inspection,2026-02-14 23:55:09.672962+00
458,11,1,8,"In rural areas, how far before a stop should the amber warning lights be activated?",50 feet,100 feet,200 feet,300 feet,C,"In rural areas, amber warning lights should be activated approximately 200 feet before the stop. This gives approaching traffic more time to react and slow down due to higher speeds on rural roads.",bus-1-q8-in-rural-areas-how-far-before-a-stop-should-the-amber-warnin,2026-02-14 23:55:09.672962+00
459,11,1,9,"In urban areas, how far before a stop should the amber warning lights be activated?",50 feet,100 feet,200 feet,300 feet,B,"In urban areas, amber warning lights should be activated approximately 100 feet before the stop. Urban areas have lower speeds, so less advance warning distance is needed compared to rural areas.",bus-1-q9-in-urban-areas-how-far-before-a-stop-should-the-amber-warnin,2026-02-14 23:55:09.672962+00
460,11,1,10,What is the purpose of the crossing control arm on a school bus?,To block traffic from passing the bus,To keep students away from the front of the bus as they exit,To signal other drivers to stop,To help students climb onto the bus,B,"The crossing control arm, or crossing gate, extends outward from the front of the bus when the door opens. It forces students to walk far enough away from the front of the bus to be visible to the driver.",bus-1-q10-what-is-the-purpose-of-the-crossing-control-arm-on-a-school,2026-02-14 23:55:09.672962+00
461,11,1,11,Why should backing a school bus be avoided whenever possible?,It uses more fuel,It damages the transmission,The area behind the bus is a danger zone with limited visibility,It is illegal in all states,C,Backing a school bus should be avoided because the area behind the bus is a danger zone with limited visibility. Children may be in the blind spot behind the bus where the driver cannot see them.,bus-1-q11-why-should-backing-a-school-bus-be-avoided-whenever-possible,2026-02-14 23:55:09.672962+00
462,11,1,12,"If you must back a school bus, what should you do?",Back up quickly to minimize time in reverse,Use a reliable spotter outside the bus,Only use your mirrors,Honk the horn continuously while backing,B,"If backing is absolutely necessary, you should use a reliable spotter positioned outside the bus who can see the area behind the vehicle and communicate with you throughout the backing maneuver.",bus-1-q12-if-you-must-back-a-school-bus-what-should-you-do,2026-02-14 23:55:09.672962+00
